"teks","label"
"@geloraco Pola pikir kadrun itu sangat rumit","yes"
"@kadrun_bangsatt Menambah Nafsu Merokok ?","yes"
"@ch_chotimah2 Kadrun itu iblis berbulu domba namanya ??","yes"
"@dennyindrayana  taraaaaaaaa","yes"
"@Verraagustian_ @kadrun_bangsatt ??????","yes"
"@AkioDad @IpBayoe @dannieliciouss @tvOneNews Nah ini Nimbrung tapi bego Ga baca dr awal tiba2 bunyi Kebiasaan kadrun ???? Uda2 Yg kek lu uda banyak dr kmrn2 Fokus aja noh ke SP ama Anies yg lg belain koruptor ????????","yes"
"@IInayaturahmah @kadrun_bangsatt ??????","yes"
"@OposisiCerdas mulai-mulai... bawa2 nasab agama berarti ganjar kadrun dong... malu jelek jelekin arab ngaku2 keturunan arab..","yes"
"@geloraco Caplin Caplin... Berulah lagi.. geni nih klo kadrun lepas dri kandang","yes"
"@kadrun_bangsatt Apakah enih d sebut kelapa berjalan ??????","yes"
"@OposisiCerdas Orang jawa di kadrun kadrun kan ??????????","yes"
"@TurnBack2Solo @jagokan57083101 @KompasTV coba tny sama lonte kadrun profesional ini, cara mengangkang yg baik dan benar ?? https://t.co/N7aOdbKqWA","yes"
"@RomeoWalker19 Hanya SETAN yang Membenci Kebaikan !","yes"
"@ruhutsitompul Partai maling ..capres nya goblok...dari kadrun..goblok lu","yes"
"@TurnBack2Solo @jagokan57083101 @KompasTV alhamdulillah drun, mayan kena toketnya kadrun betina ?? https://t.co/rRKK8eD3wl","yes"
"Demikian Hal'nya dengan NasDrun 'Kadernya yang Korupsi Yang Salah tetap Jokowi 'Kan Bangsat !!! Sudah Takdir TUHAN Setan Setan itu Membenci Kebaikan  Naudzubillahi Mindzallik https://t.co/AwRtdtOJzm","yes"
"@ekowboy2 Sdh tau anis bakal kalah, kadrun rame2 buat narasi penjegalan...gitu saja mainnya dr dulu smp lebaran kuda tiba.... Silahkan rakyat menilai !! ??????","yes"
"@alisyarief Otak mana otak","yes"
"@Relawananies ????????...... Kadrun doank yg percaya","yes"
"@msaid_didu Udah ashar pak tua.. tobat","yes"
"@Sampeong2 @ch_chotimah2 @ganjarpranowo https://t.co/6h7pgfvFzP","yes"
"@ch_chotimah2 @ganjarpranowo Nih pake doorprice juga nggak ..?","yes"
"@sunset_32023 Masih Ada Orang Orang Baik di NKRI , bila tidak Menemukan Maka Berusahalah Menjadi Salah Satunya Sesungguhnya Di Setiap Kebaikan Ada Balasan Tanpa Mengharap atau Meminta Sekalipun  #BelajarMenjadiLebihBaik #NKRIbersatu","yes"
"@KangNanooo @Verraagustian_ Kadrun emang gitu..beriman takut akherat dan paling suci beragama tapi munafik..gimana coba..??????","yes"
"@KompasTV Jgn samakan black campaign dgn negative campaign ya.. jgn serampangan anda @aniesbaswedan  mayoritas yg tersebar adalah bukti nyata,bukan fitnah ..tolong bedakan itu..jgn menggiring opini publik utk membuat seolah2 anda terdhzolimi","yes"
"Yang haram akan jd halal bila org kadrun.","yes"
"@lahedom99 Cie cebong babi ngambek ???????? gak cium tangan Kadrun dulu loe? Gak sopan loe, junjungan loe aja hormat sama kadrun","yes"
"@sgits1 Laaah emang dia itu kadrun..kadrun sejati","yes"
"@kadrun_bangsatt https://t.co/McyQX0K7cw","yes"
"@TurnBack2Solo @jagokan57083101 @KompasTV lsg di like sama kadrun wkwkwk tapi lsg dihapus lagi, ah kadrun gak seru ah ??","yes"
"@setopankahiji @logikapolitikid @ridwankamil @aniesbaswedan Aing ti sunda asli, tpi aing lain kadrun. Jgn bawa2 suku","yes"
"@lahedom99 Kadrun tapi didatengin kan sama junjungan loe? ?????????? Cium tangan lagi","yes"
"@TurnBack2Solo @jagokan57083101 @KompasTV lonte kadrun betina @jagokan57083101 sdh siap tuh, jilbabnya sdg dibuka, siap melayani pelanggan di warungnya, alhamdulillah drun wkwkwk https://t.co/ASUJJYOtpP","yes"
"@NichNach8 Oh iya mksdnya, sorry kopinya habis..??","yes"
"@YanHarahap Karna kau hanya Bc judul,Malas bc isi. Kau cb bodohi org dgn judul brita (khas Kadrun??) -Jln Toll jauh lbh banyak,karna itu mpercepat distribusi/Roda prkonomian,jln biasa sdikit ber+,karna Jln Toll sdh banyak ber+- Dan Hutang negara ber+ bkn","yes"
"@Obay_Kusut1981 Wkwkwkwkw..dasar KADRUN..lo pantesan yh..bidoh. Gk pinter2..hobi nya makan HOAX ...info nya..","yes"
"@raniia_niia @OposisiCerdas Kalian yang tuduh ya harus kalian juga yang buktikan tuduhan kalian itu","yes"
"@NichNach8 Koh iya...?????? ??","yes"
"@MuflyAhmad2 @OposisiCerdas Tolong pak @DivHumas_Polri tindak orang ini karena sudah memfitnah kepala negara.","yes"
"@Joy45158415 @aniesbaswedan @PKSejahtera Sssttt... Itu bukan kulkas Ferguso.. itu pohon mahoni??","yes"
"Sekjen Nasdem yg juga Menkominfo terciduk tipikor beserta kroninya senilai 8T. Dan kubunya sibuk tereaký politisasi terkait pencapresan Anis? Gak malu? Mungkin baiknya kalian berefleksi bhw pencapresan ini gak direstui langit. Ada aja kan kasusnya????? #SalamRestorasiIndonesia https://t.co/kYri4lIAvo","yes"
"@bobbynasution_ Trus gubenurnya ngapain bang Bobby..?","yes"
"@NichNach8 Janganlah kang, ntar gak bisa nonton lawak gak ada yg diketawain..??","yes"
"@belaIndonesiaID @OposisiCerdas Eh goblok loe pikir KPU dan Bawaslu itu segoblok loe. Pada saat pendaftaran Bupati/Walikota, Gubernur, apalagi Capres pasti semua berkasnya diverikasi atau dicek keasliannya. Kalian ini ya selalu mencari sensasi dan mencari","yes"
"@licikperjuangan @Relawananies Emng bner rezim skrng bnyk smph negara yg hrusnya dpet azab..  Sok bnar sok suci dan tolol kya kadrun..","yes"
"@TurnBack2Solo @jagokan57083101 @KompasTV tuh udh dandan, udah buka jilbabnya, udah siap kayaknya si lonte kadrun @jagokan57083101 https://t.co/kkn980JqvR","yes"
"Ga goyang sih, cuma gemeter..","yes"
"@Musti_Umbar Kita Doa'in Matinya Sahid","yes"
"@Reiza_Patters @ganjarpranowo Sudah start awal kampanye nya loe semua diam aja. Tapi meskipun start awal tapi tetap di urutan terakhir elektabilitas nya. Berpikir positif saja pak. Jangan suka urusi urusan orang lain yang bukan urusanmu","yes"
"@tvOneNews Kadrun sumbu pendek siapken donaturr jualan, kapir pki lgbt ayat mayat nahimungkar  drunnn ?? ?? ??","yes"
"@Reiza_Patters @ganjarpranowo Pak, anda tahukah otonomi daerah ? Anda sudah tahu itu desa tapi kenapa langsung ke provinsi mengadu ? Kan masih ada kepala daerah Bupati/Walikota. Kalau itu jalan provinsi baru mengadu ke provinsi. Anda terlalu sibuk mencari","yes"
"@YoshY83919872 Hooh","yes"
"@PartBurungGalak @KakekHalal Media gelora news selalu kadrun isinya. Memang media kadrun.","yes"
"Drama Picisan episode dor..dor..! ??Tracking lini masa dan CCTV RS.RST Dompet Dhuafa cukup untuk menyematkan pasal 242 (x)??(2) 7th bui bagi Sang Aktor.Sekalian senggol Si Sutradara..! https://t.co/tiU6lexdfu","yes"
"@lahedom99 Cieee... Gak pake media apa malu ketauan bloon... Hebat ya Kadrun, junjungan loe si raja bokep aja cium tangan Ama Kadrun...loe gak mau cium kaki gw","yes"
"@ganjarpranowo 5 Alasan Anies Yohanes Rasyid BaswEDAN tidak mungkin jadi presiden...1...Kadrun imigran yaman. 2...tidak punya rasa nasionalime. 3...cuma pintar ngomong Pemberi Harapan Palsu. 4...didukung oleh kaum radikal pengusung khilafah intoleran","yes"
"@Obay_Kusut1981 Gk usah baca media lawan KADRUN mh percuma...info hoax basi..d geluti..giliran koruptor pada d bela.,!!","yes"
"Setuju...Untuk John the Kadrun memang Ahok sosok berbahaya.... soalnya gak bisa seenaknya atur ini-itu lagi.... https://t.co/hnb1rnEolW","yes"
"@wandystjk2 Untung wasit nya kadrun dari negeri oman, buat para pemuja pki yg nyamar jd kadrun2 spy terpilih jd anggota dewan, ayo jancuk2 tetap smangat mumpung 1 thn lagi nikmati masa2 indah rezim kardus digembok hajar tuh media malaysia yg melecehkan ka","yes"
"@msaid_didu @ReflyHZ Ya percaya aja , follower @ReflyHZ  kan kadrun semua..berarti ada 11% Kadrun yg membelot menyatakan puas..","yes"
"@DjuremiReinke @Muhamma87797214 @aniesbaswedan @feryfarhati bacot lu...itu kan menurutmu kadrun??????","yes"
"@WagimanDeep212_ Wkwkwkwk kadrun lenyap.... Takut dia https://t.co/7s8YvxM1xZ","yes"
"@MuungilCom @setopankahiji @logikapolitikid @ridwankamil @aniesbaswedan Bener sekali bnyk sunda kadrun kerjaan hari2 sama kek ibu entit benci sama jokowi ?? apa lg pemilu wkt itu bandung heboh ngehate jokowi smpe teriak2 diluar loh??","yes"
"@jagokan57083101 @TurnBack2Solo @KompasTV wkwkwk lonte kadrun betina masih penasaran ternyata, tadi udh mentok, nyerah, giliran ada bahan lsg muncul lagi, tapi nanti klo mentok bilang udah udah gak usah ditanggepin lagi wkwkwk mending antum dandan dan seg","yes"
"@DPablo29136515 @Naz_lira Tipikal kadrun kl gak koplak ya bahlul.","yes"
"@Maudy_Kadrun Waduhhh Jueruu iki","yes"
"@bachrum_achmadi JK siapa? Juragan Kadrun?","yes"
"@Khalisa30712811 @Relawananies Mayoritas Kadrun goblok akibat minum air kencing Onta....?","yes"
"@ekowboy2 Kalo Pks menggoda Golkar &amp; Gerindra boleh ya? (halal) Kalo Demokrat Digoda PKB ga boleh ya.. (haram ) Kalo 2 kali Sekjend nya ditangkap itu mengganggu Nasdem ya..? Kalo ga bs berhenti,kurangilah Hoax mu biar Kadrun pintar dikit ??????????","yes"
"@Army03437330 @PSI_Jakarta @psi_id kadrun lsg ambyar, amsiong, sakit hati akut dari 2012 sampai skrg, bisa2 kena sirosis drun, kanker hati ??","yes"
"@ch_chotimah2 KADRUN &gt;&gt; BINATANG","yes"
"@Tan_Mar3M Lu minta 1, gw kasih 4. Tidak sulit mencari jalan2 baru non berbayar yg dibangun Jokowi. Yang susah itu mencari jalan baru yg diklaim para kadrun dibangun SBY yg katanya lebih panjang, tp ggk ada wujud nya ?? https://t.co/MnwfsHZEgi","yes"
"@kompascom KADRUN MANA SUARAMU?? YG BIASA NYINYIRIN KORUPTOR??..HEDAN..KADERNYA KORUPSI KOK.MALAH SALAHIN PRESIDEN JOKOWI. #BUBARKANNASDEM","yes"
"@YoshY83919872 @ListyoSigitP @DivHumas_Polri @dennysirregar7 KADRUN sudah Kehabisan AKAL.. PANIK.. TEGANG.. KLOJOTAN..","yes"
"@msaid_didu @ReflyHZ hasil votting di kandang KADRUN.","yes"
"@Affan79992133 Itu tanda nya kadrun tdk setuju dgn pendapat sampeyan Gus...","yes"
"@NyiMasRuminah @DivHumas_Polri @KEMENAG @YaqutCQoumas @jokowi Tutup Al zaytun","yes"
"@_Goentoer_ @MUIPusat @MajelisUlamaID kadrun di gaji uang Rakyat ..malah kawin nek puncak @NasDem","yes"
"@kadrun_bangsatt Pas banget. ??","yes"
"@geloraco Hanya tuk yg waras?????????? https://t.co/Rz3uaEGbrD","yes"
"@HelmiFelis_ Satu orang pekok mengungkapkan kedengkian dengan argumen yg playing victim ala kadrun","yes"
"@riyutoooo @enengcantika @Miduk17 lu di rumah kagak punya kaca yg gede apa? klo sama wan anus disebut rasis, klo sama ahok gpp? kadrun tolol2 emang https://t.co/3NTdeADcrl","yes"
"@Dennysiregar7 klo sdh gabung sama kadrun memang auto goblok bang","yes"
"@hc_poirot Oh ternyata SBY tinggal di gunung toh","yes"
"@msaid_didu @ReflyHZ Polling nya paling yg ngisi para  kadrun....cebong ngga minat wajar aja sih","yes"
"@yunartowijaya namanya juga kadrun, bukan kadrun klo gak goblok mas","yes"
"@ch_chotimah2 @NataliusPigai2 Kadrun ngamuk ??????","yes"
"@arnoldy1230 @IMCMushroom iya benar. Jangan sekali kali ikut Kadrun. Orangnya tolol tolol semua. Keringatnya bauk bauk.","yes"
"@BBerizik kadrun dgn smua kedunguannya anti cermin.","yes"
"@PresidenKopi Kadrun cuma baca judul korupsi nya 2020 kerjasama dengan bukit algoritma 2021 https://t.co/SZCSWRIqag","yes"
"@arnoldy1230 @IMCMushroom Aku setudju. Kadrun jangan makin bodoh. Kudu bertobat.","yes"
"@yusuf_dumdum https://t.co/HPv82L3g0D","yes"
"@UbedilahB Halah bacot aja lu. Kadrun! Eh Badrun!","yes"
"@Heraloebss Jln masuk k rujab gub mulus,,giliran jln utk rakyat mlh nggak diperhatikan,,gub kadrun kerjaan cm bs abisin anggaran","yes"
"@IMCMushroom Hore. Aku suka Jokowi. Aku tidak suka kadrun. Benci sekali kadrun2. Keringatnya bauk. Bauk banget.","yes"
"@keuangannews_id Ganjar turunan kadrun dunk https://t.co/JXWgtWiG2E","yes"
"@VeelaaRhie Waduh kamu Jangan ikutan berkata kata kotor.  Biar kadrun aja.","yes"
"@RagilSemar @joyfanra2 yg jelas msnyengsarakan kadrun?? twitter.com/tukanggambar28?","yes"
"@ch_chotimah2 @adityawilly Bagaimanapun kadrun itu tetap to'ol.....maling ketangkap dibilang cobaan...kl nggak ketahuan ya ..maling lagi.","yes"
"@TurnBack2Solo @jagokan57083101 @KompasTV gpp mbak kadrun, santai aja yg penting takbir, biar kadrun2 goblok itu takjub dan percaya dgn kebiadaban kadrun krn sdh ada takbirnya wkwkwkw","yes"
"@cobeh2022 Kebanyakan nelen judul jadi goblok kadrun pemuja yamen?????????? https://t.co/VdlJZfBrpt","yes"
"@marlina_idha Narasinya kok lebai banget. Indonesia? Seluruh rakyat Indonesia? Wkwkwk kadrun kali yang butuh https://t.co/nKJjXLW0ZF","yes"
"@jagokan57083101 @TurnBack2Solo @KompasTV wkwkkw kadrun nyerah, lari terkaing2 seperti anjing yg ditimpukin batu, kaing kaing kaing","yes"
"@kasrulsani9 @rezaldi12234 @MelayuWarga @ganjarpranowo @jokowi Kristen di bilang kadrun juga ya ?? ????","yes"
"Alhamdulillah, sudah bisa aktif lagi setelah vakum selama 2 tahun di twitter. Assalamualaikum dan apa kabar warga oposisi? Semoga baik saja sehat sehat selalu, Aamiin ya rabbal aalamiin...??????","yes"
"@WManco52 @tawajkt @budimandjatmiko Kadrun Kadrun proyek budimansudjatmiko itu swasta murni disamakan dengan hambalang tolol","yes"
"@Zulmendra_Ak @KangManto123 Habisin Yaman Kadrun??????","yes"
"@KipasAn36639127 @Dennysiregar7 @DivHumas_Polri Saat_nya NGISIIIING TERTAWA...?? BALASAN #TELEK_ONTAAA...?? TELEK_ONTA ko #dipercaya...!! Dasar MENTAL BUDAK BABUVJONGOS ANJING KADRUN SUPER_GOBLOOGG...!! PRIBUMI ko TOLOL DUNGU...!!!????","yes"
"@Mdy_Asmara1701 https://t.co/O3rKrQ1Jhi","yes"
"@Obay_Kusut1981 Wkwk kadrun nge hoak","yes"
"@Mdy_Asmara1701 twitter.com/EndarTo4485746?","yes"
"@ocongBoyy Sebelum mencalonkan wan kibul , sebaik nya @NasDem  ngitung dulu ada brp kadrun dongok di republik ini","yes"
"@Decoel_14 @DrPullmanrogers @Dennysiregar7 @NasDem kadrun gerah wkwkkw","yes"
"@surabioncomamis @DrPullmanrogers @Dennysiregar7 @NasDem wkwkwk kadrun panas","yes"
"@aniesbaswedan @PKSejahtera Bimtek kadrun","yes"
"@kadrun_bangsatt Teman si kristiyan ini??","yes"
"@budimandjatmiko Itulah dongok nya kadrun dan Nasdrun..... Koar2 tanpa data yg penting bisa menumpahkan kekesalan dan mencari pembelaan dg memcari celah u/ mengalihkan isu utama","yes"
"@cnbcindonesia Siap2 CNBC dicap kadrun kampret Radikal radikul onta gurun","yes"
"@Kryan224 Aku dm ya","yes"
"@dennyindrayana Membahas visi misi yg sama..???","yes"
"@fayacondios_ Kadrun gak mingkem, justru nyaring membela koruptor","yes"
"@Mdy_Asmara1701 Semua akan gilak pd waktunya. ttd. buzzer wan jembud","yes"
"@MichelAdam9191 Kau tulis hasil  Litbang Kompas..tapi lu sodorin portal abal2.. trus motif lu ape drun ..Silakan cek @LitbangKompas @KompasTV @kompascom @hariankompas","yes"
"@HelmiFelis_ Kadrun tolol, jadi kalau terbukti korupsi jgn ditangkap ya drun, di biarkan bebas sampai ke Yaman. Mirip leluhurmu yg di Yaman, miskin, bodoh dan jahat","yes"
"@HeangKadrun @UbedilahB Stop omong kadrun. Orang akan mengira anda PKI. Krn cuma PKI yg omong kadrun. Masih banyak pilihan makian lainnya","yes"
"@anakwedoesh @rezaldi12234 @MelayuWarga @ganjarpranowo @jokowi Iki kadrun kurang baca,muales cari reprensi,cmn disugukan brita hoax trus,jdi ne pekok kayak gini..????","yes"
"@msaid_didu @ReflyHZ Vote group kadrun... Ya ialah","yes"
"@akhmadmuhyidin2 @ganjarpranowo klo pendukung anues yg biadab2 ente diam aja drun? yg penting ada takbirnya ya drun? wwkww kadrun goblok https://t.co/UXfKxXM9w6","yes"
"@ganjarpranowo Kadrun yg komen disini akunnya baru netas semua... ??","yes"
"@Mdy_Asmara1701 Panik berat ya ??","yes"
"@JhonniSinaga20 @KejaksaanRI Memang Bacotnya @AnisBaswedan itu   manis , dan itu ciri2 gerombolan kadrun selalu bawa2 nama TUHAN","yes"
"@NataliusPigai2 ini kadrun kapir temannya kadrun betina @jagokan57083101","yes"
"@aniesbaswedan @PKSejahtera Partai Kadrun Sejati","yes"
"Bisa jadi sampai hari kiamat KADRUN-2 pemuja ""Bapak Politik Identitas"" selalu bikin HOAX. Nyerang Pemerintah pakai HOAX Puja-puji Bapak Politik Identitas juga pake HOAX Hidup kok sehina gitu sih DRUN? ?? #TenggelamkanPKS #BubarkanNasdem #NoSayVoteAnies https://t.co/gZ4JVchChN","yes"
"@DJoker_GinOngs ??","yes"
"awoakwoakaoao ketebak org"" si pAliNg toLeraNsi ujung""nya kalau sakit pantat selalu koar"" pake term kodran kadrun, semua dikadrunin ama die dasar kaum ngambekan??","yes"
"@kadrun_bangsatt T https://t.co/sMSXYdhBb4","yes"
"Hayooo loh nomor WA-nya di sebar sama EL... ?? Kadrun nyebar Hoax di group WA..  Malam ini banyak yg silaturami ?? https://t.co/qQgYAy70LK","yes"
"@jayusman92 @Subur0204 Kadrun TOLOL !!!","yes"
"Nah ini yg harus dicontoh sama bacapres yg lain etika politik.. Gak kyk kadrun.. Asal nyosor aja","yes"
"@CocotBoros98 @TurnBack2Solo @KompasTV @jagokan57083101 Ini kadrun laknatuloh, yg lain menyembah balihonya, yg ini malah kencingin, dasar kadrun dongok ?? atau jgn2 abis dikencingin, kadrun2 lsg sujud menyembah di bekas kencingnya? termasuk sekte kadrun p","yes"
"@Mdy_Asmara1701 https://t.co/9SExGIP0w7","yes"
"@gustikajusup @ellenhans65 @Sampeong2 @Miduk17 Masih banyak kadrun tolol ternyata..???????? Malah nyalahin visi misi Presiden.Dongok kok diumbar.","yes"
"@HensuAja @NasDem @Surya_Paloh Klo sdh di barisan kadrun, mereka auto goblok ya","yes"
"@abu_waras @NasDem Jd kadrun jgn terlalu goblok...jgn cm hpnya yg pinter...udh goblok mudah dihasut gobloknya gak surut surut","yes"
"@7609e27c8cc543d @MichelAdam7__ Otak kadrun sungsang karena kadrun munafikuun https://t.co/XC9st83oyC","yes"
"@joko_maryadi ?? rob itu siklus.. btw mana tau kadrun hal spt itu.. emang disini arab?","yes"
"Ada nama baru KADRUN alias KoAlisi Delapan tRiliUN ?? https://t.co/c1zWAJ2tq9","yes"
"@Maudy_Kadrun Nickname mba maudy apa mba?","yes"
"@Heru1010Heru @Mdy_Asmara1701 islamphobia?? Kadrunphobia kleeee.... ?????? klo kadrunphobia gw percaya..... kadrun ngakunya doang islam klakuan mah iblis, bgni amat idup lu?! #LoL wakakakakakak ???????? https://t.co/AoyBEJMkku","yes"
"@EdiArif96983478 @PDI_Perjuangan @NasDem @AdianNapitupul1 @ruhutsitompul @adearmando61 @Dennysiregar7 @ch_chotimah2 @FirzaHusainID @newIding30 @OmpungGuru @A_J_Christ @Bram_AbuBakar @Lembayung071 @Yani03495310 COCOK... #BubarkanNasdem  #BubarkanNasdem","yes"
"@Maudy_Kadrun @ngabkinanea Nickname nya mba maudy apa","yes"
"Any problem? https://t.co/ZxuT6GjUpm","yes"
"@MoTeeTee @PresedentBuzzer @tempodotco Malaysia kadrun ??????????????","yes"
"Ormas anti Pancasila dibubarkan, mreka mrah. Penyebar hoax ditangkap, mereka marah. Penyebar fitnah ditangkap, mreka mrah. Penganiaya anak ditangkap, mreka marah. Maling uang umat ditangkap, mreka mrah. Koruptor ditangkap, mereka jg marah. Kadrun ini manusia iblis","yes"
"@mustafaagus007 @tempodotco Udah pada NGECAPRAK. NGATAIN MALAYSIA KADRUN ??????????????","yes"
"@ganjarpranowo kadrun sangat tidak senang melihat ini ??","yes"
"@keirajauw @tempodotco Nah kan.. KADRUN JUGA MALAYSIA ????????????????","yes"
"@OtakUdangku @ganjarpranowo wkwkkwkw kadrun panasssss","yes"
"@incognito_grey @ganjarpranowo giniý kalo kebanyakan makan berlemak. kodran kadrun. radikal radikul. gimana mo bersatu kalo pendukung pak ganjar kayak gini.","yes"
"@SatriadiAdi17 @ganjarpranowo wkwkkww kadrun berandai2","yes"
"@Pieter_Sun01 @VeelaaRhie @ST_Burhanuddin @KejaksaanRI Siiiaap..?? sesuai perintah, kang ??","yes"
"@ganjarpranowo @akhmadmuhyidin2 wkwkkw ayo pak, bikin kadrun kejang2","yes"
"@akhmadmuhyidin2 @ganjarpranowo kadrun panasssss wkwkwkw","yes"
"@BugBunny1076 wkwkwkw ustad andalan kadrun tuh sugik nur, ye kan kadrun betina @jagokan57083101 ??","yes"
"@logikapolitikid @ridwankamil @aniesbaswedan Kadrun mmg racun,byk grup yg diisi dg postingan2 sampah","yes"
"@AnakLolina2 @DivHumas_Polri apa lagi kadrun ndrun2 awet uunnya","yes"
"@KangManto123 #BubarkanNasdem #BubarkanNasdem","yes"
"@awantimur1 @msaid_didu Bego. Plate itu sekjen NasDem. Petugas partai. Anak buahnya bang Paloh. Plate diutus bang Paloh buat ngisi kursi menteri Kominfo di kabinetnya pak Jokowi. Ini konsekuensi koalisi. Ternyata kadrun otaknya nggak nyampe ya.","yes"
"@antokvc77 @saifulmujani @saiful_mujani @saidiman @muchlis_ar Betul mas, tp kubu kadrun bukan nya mengambil hati malah menghina warga jateng miskin kok, itu yg bikin gemes dan rakyat hilang respect nya","yes"
